测试套/软件包名,测试用例名,状态,日志文件,原因
hostname,oe_test_service_nis-domainname,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/hostname/oe_test_service_nis-domainname/2023-05-25-16_57_06.log,测试套问题， x86 和 riscv 原因不同，[详细分析](./cause_md/hostname/oe_test_service_nis-domainname.md)
kernel,oe_test_cifs,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kernel/oe_test_cifs/2023-05-25-17_13_05.log,测试套问题、内核问题， x86 和 riscv 原因不同，[详细分析](./cause_md/kernel/oe_test_cifs.md)
,oe_test_hinic,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kernel/oe_test_hinic/2023-05-25-17_08_46.log,测试套问题、内核问题，x86 和 riscv 原因不同，[详细分析](./cause_md/kernel/oe_test_hinic.md)
kmod,oe_test_depmod,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kmod/oe_test_depmod/2023-05-25-17_02_28.log,测试套问题， x86 和 riscv 原因不同，[详细分析](./cause_md/kmod/oe_test_depmod.md)
,oe_test_insmod-lsmod,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kmod/oe_test_insmod-lsmod/2023-05-25-17_03_47.log,测试套问题， x86 和 riscv 原因不同，[详细分析](./cause_md/kmod/oe_test_insmod-lsmod.md)
,oe_test_modinfo,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kmod/oe_test_modinfo/2023-05-25-17_04_39.log,x86 和 riscv 原因不同，[详细分析](./cause_md/kmod/oe_test_modinfo.md)
,oe_test_modprobe,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kmod/oe_test_modprobe/2023-05-25-17_05_03.log,x86 和 riscv 原因不同，[详细分析](./cause_md/kmod/oe_test_modprobe.md)
,oe_test_lvm2_pvcreate_001,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/lvm2/oe_test_lvm2_pvcreate_001/2023-06-05-17_54_12.log,x86 和 riscv 原因不同，[详细分析](./cause_md/lvm2/oe_test_lvm2_pvcreate_001.md)
,oe_test_lvm2_pvcreate_002,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/lvm2/oe_test_lvm2_pvcreate_002/2023-06-05-17_51_35.log,x86 和 riscv 原因不同，[详细分析](./cause_md/lvm2/oe_test_lvm2_pvcreate_002.md)
,oe_test_lvm2_pvmove_001,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/lvm2/oe_test_lvm2_pvmove_001/2023-06-05-17_54_59.log,x86 和 riscv 原因不同，[详细分析](./cause_md/lvm2/oe_test_lvm2_pvmove_001.md)
,oe_test_lvm2_pvmove_002,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/lvm2/oe_test_lvm2_pvmove_002/2023-06-05-18_00_10.log,x86 和 riscv 原因不同，[详细分析](./cause_md/lvm2/oe_test_lvm2_pvmove_002.md)
,oe_test_lvm2_pvresize_001,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/lvm2/oe_test_lvm2_pvresize_001/2023-06-05-17_53_29.log,x86 和 riscv 原因不同，[详细分析](./cause_md/lvm2/oe_test_lvm2_pvresize_001.md)
javapackages-tools,oe_test_build-classpath,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/javapackages-tools/oe_test_build-classpath/2023-06-02-05:41:10.log,x86 和 riscv 原因不同， riscv 上 mvn 依赖关系不满足， x86 上测试超时
,oe_test_find-shade-jar,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/javapackages-tools/oe_test_find-shade-jar/2023-06-02-05:45:34.log,x86 和 riscv 原因不同， riscv 上 mvn 依赖关系不满足， x86 上测试超时
,oe_test_gradle-local,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/javapackages-tools/oe_test_gradle-local/2023-06-02-05:48:18.log,x86 和 riscv 原因不同， riscv 上 mvn 依赖关系不满足， x86 上测试超时
kexec-tools,oe_test_service_kdump,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kexec-tools/oe_test_service_kdump/2023-06-02-07:09:39.log,测试套问题， x86 和 riscv 原因不同，[详细分析](./cause_md/kexec-tools/oe_test_service_kdump.md)
libosinfo,oe_test_osinfo-detect,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/libosinfo/oe_test_osinfo-detect/2023-06-02-09:28:08.log,测试套问题， x86 和 riscv 原因不同，[详细分析](./cause_md/libosinfo/oe_test_osinfo-detect.md)
,oe_test_osinfo-db-import,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/libosinfo/oe_test_osinfo-db-import/2023-06-02-09:33:10.log,测试套问题， x86 和 riscv 原因不同，[详细分析](./cause_md/libosinfo/oe_test_osinfo-db-import.md)
